cumTime	delTime	event	pitch	vel	chan	value
cumTime	delTime	event	pitch	vel	chan	value
17376	2	non	52	110	0	na
17422	46	non	52	0	0	na
17424	2	non	52	110	0	na
17470	46	non	52	0	0	na
17472	2	non	52	110	0	na
17518	46	non	52	0	0	na
17520	2	non	54	110	0	na
17566	46	non	54	0	0	na
17568	2	non	59	110	0	na
17662	94	non	59	0	0	na
17664	2	non	57	110	0	na
17758	94	non	57	0	0	na
17760	2	non	64	110	0	na
17854	94	non	64	0	0	na
17856	2	non	57	110	0	na
17950	94	non	57	0	0	na
17952	2	non	64	110	0	na
18046	94	non	64	0	0	na
18048	2	non	57	110	0	na
18142	94	non	57	0	0	na
18144	2	non	63	110	0	na
18238	94	non	63	0	0	na
18432	194	non	57	110	0	na
18526	94	non	57	0	0	na
18528	2	non	62	110	0	na
18622	94	non	62	0	0	na
18624	2	non	57	110	0	na
18718	94	non	57	0	0	na
18720	2	non	62	110	0	na
18814	94	non	62	0	0	na
18816	2	non	57	110	0	na
18958	142	non	57	0	0	na
18960	2	non	69	110	0	na
19006	46	non	69	0	0	na
19080	74	non	65	110	0	na
19198	118	non	65	0	0	na
19200	2	non	57	110	0	na
19294	94	non	57	0	0	na
19296	2	non	64	110	0	na
19390	94	non	64	0	0	na
19392	2	non	57	110	0	na
19486	94	non	57	0	0	na
19488	2	non	64	110	0	na
19582	94	non	64	0	0	na
19584	2	non	57	110	0	na
19678	94	non	57	0	0	na
19680	2	non	63	110	0	na
19774	94	non	63	0	0	na
19968	194	non	57	110	0	na
19968	0	non	62	110	0	na
20128	160	non	57	0	0	na
20128	0	non	62	0	0	na
20160	32	non	57	110	0	na
20160	0	non	62	110	0	na
20320	160	non	57	0	0	na
20320	0	non	62	0	0	na
20352	32	non	56	110	0	na
20352	0	non	65	110	0	na
20512	160	non	56	0	0	na
20512	0	non	65	0	0	na
20544	32	non	56	110	0	na
20544	0	non	65	110	0	na
20704	160	non	56	0	0	na
20704	0	non	65	0	0	na
20736	32	non	58	110	0	na
20736	0	non	61	110	0	na
20736	0	non	66	110	0	na
20896	160	non	58	0	0	na
20896	0	non	61	0	0	na
20896	0	non	66	0	0	na
20928	32	non	58	110	0	na
20928	0	non	61	110	0	na
20928	0	non	66	110	0	na
21088	160	non	58	0	0	na
21088	0	non	61	0	0	na
21088	0	non	66	0	0	na
21120	32	non	59	110	0	na
21120	0	non	61	110	0	na
21120	0	non	66	110	0	na
21280	160	non	59	0	0	na
21280	0	non	61	0	0	na
21280	0	non	66	0	0	na
21312	32	non	59	110	0	na
21312	0	non	61	110	0	na
21312	0	non	66	110	0	na
21472	160	non	59	0	0	na
21472	0	non	61	0	0	na
21472	0	non	66	0	0	na
21504	32	non	58	110	0	na
21504	0	non	61	110	0	na
21504	0	non	66	110	0	na
21664	160	non	58	0	0	na
21664	0	non	61	0	0	na
21664	0	non	66	0	0	na
21696	32	non	58	110	0	na
21696	0	non	61	110	0	na
21696	0	non	66	110	0	na
21856	160	non	58	0	0	na
21856	0	non	61	0	0	na
21856	0	non	66	0	0	na
21888	32	non	59	110	0	na
21888	0	non	63	110	0	na
21888	0	non	66	110	0	na
22048	160	non	59	0	0	na
22048	0	non	63	0	0	na
22048	0	non	66	0	0	na
22080	32	non	59	110	0	na
22080	0	non	63	110	0	na
22080	0	non	66	110	0	na
22222	142	non	59	0	0	na
22222	0	non	63	0	0	na
22222	0	non	66	0	0	na
22224	2	non	54	110	0	na
22270	46	non	54	0	0	na
22272	2	non	58	110	0	na
22272	0	non	61	110	0	na
22272	0	non	66	110	0	na
22432	160	non	58	0	0	na
22432	0	non	61	0	0	na
22432	0	non	66	0	0	na
22464	32	non	58	110	0	na
22464	0	non	61	110	0	na
22464	0	non	66	110	0	na
22624	160	non	58	0	0	na
22624	0	non	61	0	0	na
22624	0	non	66	0	0	na
22656	32	non	59	110	0	na
22656	0	non	61	110	0	na
22656	0	non	66	110	0	na
22816	160	non	59	0	0	na
22816	0	non	61	0	0	na
22816	0	non	66	0	0	na
22848	32	non	59	110	0	na
22848	0	non	61	110	0	na
22848	0	non	66	110	0	na
23008	160	non	59	0	0	na
23008	0	non	61	0	0	na
23008	0	non	66	0	0	na
23040	32	non	58	110	0	na
23040	0	non	61	110	0	na
23040	0	non	66	110	0	na
23200	160	non	58	0	0	na
23200	0	non	61	0	0	na
23200	0	non	66	0	0	na
23232	32	non	58	110	0	na
23232	0	non	61	110	0	na
23232	0	non	66	110	0	na
23392	160	non	58	0	0	na
23392	0	non	61	0	0	na
23392	0	non	66	0	0	na
23424	32	non	59	110	0	na
23424	0	non	63	110	0	na
23424	0	non	66	110	0	na
23584	160	non	59	0	0	na
23584	0	non	63	0	0	na
23584	0	non	66	0	0	na
23616	32	non	59	110	0	na
23616	0	non	63	110	0	na
23616	0	non	66	110	0	na
23758	142	non	59	0	0	na
23758	0	non	63	0	0	na
23758	0	non	66	0	0	na
23760	2	non	54	110	0	na
23806	46	non	54	0	0	na
23808	2	non	58	110	0	na
23808	0	non	61	110	0	na
23808	0	non	66	110	0	na
23968	160	non	58	0	0	na
23968	0	non	61	0	0	na
23968	0	non	66	0	0	na
24000	32	non	58	110	0	na
24000	0	non	61	110	0	na
24000	0	non	66	110	0	na
24160	160	non	58	0	0	na
24160	0	non	61	0	0	na
24160	0	non	66	0	0	na
24192	32	non	59	110	0	na
24192	0	non	61	110	0	na
24192	0	non	66	110	0	na
24352	160	non	59	0	0	na
24352	0	non	61	0	0	na
24352	0	non	66	0	0	na
24384	32	non	59	110	0	na
24384	0	non	61	110	0	na
24384	0	non	66	110	0	na
24544	160	non	59	0	0	na
24544	0	non	61	0	0	na
24544	0	non	66	0	0	na
24576	32	non	58	110	0	na
24576	0	non	61	110	0	na
24576	0	non	66	110	0	na
24736	160	non	58	0	0	na
24736	0	non	61	0	0	na
24736	0	non	66	0	0	na
24768	32	non	58	110	0	na
24768	0	non	61	110	0	na
24768	0	non	66	110	0	na
24928	160	non	58	0	0	na
24928	0	non	61	0	0	na
24928	0	non	66	0	0	na
24960	32	non	59	110	0	na
24960	0	non	63	110	0	na
24960	0	non	66	110	0	na
25120	160	non	59	0	0	na
25120	0	non	63	0	0	na
25120	0	non	66	0	0	na
25152	32	non	59	110	0	na
25152	0	non	63	110	0	na
25152	0	non	66	110	0	na
25312	160	non	59	0	0	na
25312	0	non	63	0	0	na
25312	0	non	66	0	0	na
25344	32	non	59	110	0	na
25344	0	non	62	110	0	na
25344	0	non	66	110	0	na
25680	336	non	59	0	0	na
25680	0	non	62	0	0	na
25680	0	non	66	0	0	na
25728	48	non	59	110	0	na
25728	0	non	64	110	0	na
25888	160	non	59	0	0	na
25888	0	non	64	0	0	na
25920	32	non	59	110	0	na
25920	0	non	62	110	0	na
26080	160	non	59	0	0	na
26080	0	non	62	0	0	na
26208	128	non	52	110	0	na
26302	94	non	52	0	0	na
26400	98	non	52	110	0	na
26494	94	non	52	0	0	na
27360	866	non	53	110	0	na
27454	94	non	53	0	0	na
27648	194	non	57	110	0	na
27742	94	non	57	0	0	na
27744	2	non	52	110	0	na
27744	0	non	64	110	0	na
27838	94	non	52	0	0	na
27838	0	non	64	0	0	na
27840	2	non	57	110	0	na
27934	94	non	57	0	0	na
27936	2	non	52	110	0	na
27936	0	non	64	110	0	na
28030	94	non	52	0	0	na
28030	0	non	64	0	0	na
28032	2	non	57	110	0	na
28126	94	non	57	0	0	na
28128	2	non	63	110	0	na
28222	94	non	63	0	0	na
29184	962	non	57	110	0	na
29278	94	non	57	0	0	na
29280	2	non	52	110	0	na
29280	0	non	64	110	0	na
29374	94	non	52	0	0	na
29374	0	non	64	0	0	na
29376	2	non	57	110	0	na
29470	94	non	57	0	0	na
29472	2	non	52	110	0	na
29472	0	non	64	110	0	na
29566	94	non	52	0	0	na
29566	0	non	64	0	0	na
29568	2	non	57	110	0	na
29662	94	non	57	0	0	na
29664	2	non	63	110	0	na
29758	94	non	63	0	0	na
29952	194	non	57	110	0	na
30046	94	non	57	0	0	na
30048	2	non	62	110	0	na
30142	94	non	62	0	0	na
30144	2	non	57	110	0	na
30238	94	non	57	0	0	na
30240	2	non	62	110	0	na
30334	94	non	62	0	0	na
30336	2	non	52	110	0	na
30336	0	non	57	110	0	na
30382	46	non	52	0	0	na
30382	0	non	57	0	0	na
30384	2	non	52	110	0	na
30430	46	non	52	0	0	na
30432	2	non	52	110	0	na
30478	46	non	52	0	0	na
30480	2	non	52	110	0	na
30526	46	non	52	0	0	na
30528	2	non	52	110	0	na
30574	46	non	52	0	0	na
30576	2	non	54	110	0	na
30622	46	non	54	0	0	na
30624	2	non	59	110	0	na
30718	94	non	59	0	0	na
30720	2	non	57	110	0	na
30814	94	non	57	0	0	na
30816	2	non	57	110	0	na
30816	0	non	64	110	0	na
30910	94	non	57	0	0	na
30910	0	non	64	0	0	na
30912	2	non	57	110	0	na
31006	94	non	57	0	0	na
31008	2	non	57	110	0	na
31008	0	non	64	110	0	na
31102	94	non	57	0	0	na
31102	0	non	64	0	0	na
31104	2	non	57	110	0	na
31198	94	non	57	0	0	na
31200	2	non	57	110	0	na
31200	0	non	63	110	0	na
31294	94	non	57	0	0	na
31294	0	non	63	0	0	na
31488	194	non	57	110	0	na
31582	94	non	57	0	0	na
31584	2	non	57	110	0	na
31584	0	non	62	110	0	na
31678	94	non	57	0	0	na
31678	0	non	62	0	0	na
31680	2	non	57	110	0	na
31774	94	non	57	0	0	na
31776	2	non	57	110	0	na
31776	0	non	62	110	0	na
31870	94	non	57	0	0	na
31870	0	non	62	0	0	na
31872	2	non	57	110	0	na
32014	142	non	57	0	0	na
32016	2	non	69	110	0	na
32062	46	non	69	0	0	na
32136	74	non	65	110	0	na
32254	118	non	65	0	0	na
32256	2	non	57	110	0	na
32350	94	non	57	0	0	na
32352	2	non	57	110	0	na
32352	0	non	64	110	0	na
32446	94	non	57	0	0	na
32446	0	non	64	0	0	na
32448	2	non	57	110	0	na
32542	94	non	57	0	0	na
32544	2	non	57	110	0	na
32544	0	non	64	110	0	na
32638	94	non	57	0	0	na
32638	0	non	64	0	0	na
32640	2	non	57	110	0	na
32734	94	non	57	0	0	na
32736	2	non	57	110	0	na
32736	0	non	63	110	0	na
32830	94	non	57	0	0	na
32830	0	non	63	0	0	na
33024	194	non	57	110	0	na
33024	0	non	62	110	0	na
33184	160	non	57	0	0	na
33184	0	non	62	0	0	na
33216	32	non	57	110	0	na
33216	0	non	62	110	0	na
33376	160	non	57	0	0	na
33376	0	non	62	0	0	na
33408	32	non	56	110	0	na
33408	0	non	65	110	0	na
33568	160	non	56	0	0	na
33568	0	non	65	0	0	na
33600	32	non	56	110	0	na
33600	0	non	65	110	0	na
33760	160	non	56	0	0	na
33760	0	non	65	0	0	na
33792	32	non	58	110	0	na
33792	0	non	61	110	0	na
33792	0	non	66	110	0	na
33952	160	non	58	0	0	na
33952	0	non	61	0	0	na
33952	0	non	66	0	0	na
33984	32	non	58	110	0	na
33984	0	non	61	110	0	na
33984	0	non	66	110	0	na
34144	160	non	58	0	0	na
34144	0	non	61	0	0	na
34144	0	non	66	0	0	na
34176	32	non	59	110	0	na
34176	0	non	61	110	0	na
34176	0	non	66	110	0	na
34336	160	non	59	0	0	na
34336	0	non	61	0	0	na
34336	0	non	66	0	0	na
34368	32	non	59	110	0	na
34368	0	non	61	110	0	na
34368	0	non	66	110	0	na
34528	160	non	59	0	0	na
34528	0	non	61	0	0	na
34528	0	non	66	0	0	na
34560	32	non	58	110	0	na
34560	0	non	61	110	0	na
34560	0	non	66	110	0	na
34720	160	non	58	0	0	na
34720	0	non	61	0	0	na
34720	0	non	66	0	0	na
34752	32	non	58	110	0	na
34752	0	non	61	110	0	na
34752	0	non	66	110	0	na
34912	160	non	58	0	0	na
34912	0	non	61	0	0	na
34912	0	non	66	0	0	na
34944	32	non	59	110	0	na
34944	0	non	63	110	0	na
34944	0	non	66	110	0	na
35104	160	non	59	0	0	na
35104	0	non	63	0	0	na
35104	0	non	66	0	0	na
35136	32	non	59	110	0	na
35136	0	non	63	110	0	na
35136	0	non	66	110	0	na
35278	142	non	59	0	0	na
35278	0	non	63	0	0	na
35278	0	non	66	0	0	na
35280	2	non	54	110	0	na
35326	46	non	54	0	0	na
35328	2	non	58	110	0	na
35328	0	non	61	110	0	na
35328	0	non	66	110	0	na
35488	160	non	58	0	0	na
35488	0	non	61	0	0	na
35488	0	non	66	0	0	na
35520	32	non	58	110	0	na
35520	0	non	61	110	0	na
35520	0	non	66	110	0	na
35680	160	non	58	0	0	na
35680	0	non	61	0	0	na
35680	0	non	66	0	0	na
35712	32	non	59	110	0	na
35712	0	non	61	110	0	na
35712	0	non	66	110	0	na
35872	160	non	59	0	0	na
35872	0	non	61	0	0	na
35872	0	non	66	0	0	na
35904	32	non	59	110	0	na
35904	0	non	61	110	0	na
35904	0	non	66	110	0	na
36064	160	non	59	0	0	na
36064	0	non	61	0	0	na
36064	0	non	66	0	0	na
36096	32	non	58	110	0	na
36096	0	non	61	110	0	na
36096	0	non	66	110	0	na
36256	160	non	58	0	0	na
36256	0	non	61	0	0	na
36256	0	non	66	0	0	na
36288	32	non	58	110	0	na
36288	0	non	61	110	0	na
36288	0	non	66	110	0	na
36448	160	non	58	0	0	na
36448	0	non	61	0	0	na
36448	0	non	66	0	0	na
36480	32	non	59	110	0	na
36480	0	non	63	110	0	na
36480	0	non	66	110	0	na
36640	160	non	59	0	0	na
36640	0	non	63	0	0	na
36640	0	non	66	0	0	na
36672	32	non	59	110	0	na
36672	0	non	63	110	0	na
36672	0	non	66	110	0	na
36814	142	non	59	0	0	na
36814	0	non	63	0	0	na
36814	0	non	66	0	0	na
36816	2	non	54	110	0	na
36862	46	non	54	0	0	na
36864	2	non	58	110	0	na
36864	0	non	61	110	0	na
36864	0	non	66	110	0	na
37024	160	non	58	0	0	na
37024	0	non	61	0	0	na
37024	0	non	66	0	0	na
37056	32	non	58	110	0	na
37056	0	non	61	110	0	na
37056	0	non	66	110	0	na
37216	160	non	58	0	0	na
37216	0	non	61	0	0	na
37216	0	non	66	0	0	na
37248	32	non	59	110	0	na
37248	0	non	61	110	0	na
37248	0	non	66	110	0	na
37408	160	non	59	0	0	na
37408	0	non	61	0	0	na
37408	0	non	66	0	0	na
37440	32	non	59	110	0	na
37440	0	non	61	110	0	na
37440	0	non	66	110	0	na
37600	160	non	59	0	0	na
37600	0	non	61	0	0	na
37600	0	non	66	0	0	na
37632	32	non	58	110	0	na
37632	0	non	61	110	0	na
37632	0	non	66	110	0	na
37792	160	non	58	0	0	na
37792	0	non	61	0	0	na
37792	0	non	66	0	0	na
37824	32	non	58	110	0	na
37824	0	non	61	110	0	na
37824	0	non	66	110	0	na
37984	160	non	58	0	0	na
37984	0	non	61	0	0	na
37984	0	non	66	0	0	na
38016	32	non	59	110	0	na
38016	0	non	63	110	0	na
38016	0	non	66	110	0	na
38176	160	non	59	0	0	na
38176	0	non	63	0	0	na
38176	0	non	66	0	0	na
38208	32	non	59	110	0	na
38208	0	non	63	110	0	na
38208	0	non	66	110	0	na
38368	160	non	59	0	0	na
38368	0	non	63	0	0	na
38368	0	non	66	0	0	na
38400	32	non	59	110	0	na
38400	0	non	62	110	0	na
38400	0	non	66	110	0	na
38736	336	non	59	0	0	na
38736	0	non	62	0	0	na
38736	0	non	66	0	0	na
38784	48	non	59	110	0	na
38784	0	non	64	110	0	na
38944	160	non	59	0	0	na
38944	0	non	64	0	0	na
38976	32	non	59	110	0	na
38976	0	non	62	110	0	na
39136	160	non	59	0	0	na
39136	0	non	62	0	0	na
39168	32	non	57	110	0	na
39168	0	non	61	110	0	na
39168	0	non	64	110	0	na
39328	160	non	57	0	0	na
39328	0	non	61	0	0	na
39328	0	non	64	0	0	na
39360	32	non	57	110	0	na
39360	0	non	61	110	0	na
39360	0	non	64	110	0	na
39520	160	non	57	0	0	na
39520	0	non	61	0	0	na
39520	0	non	64	0	0	na
39552	32	non	57	110	0	na
39552	0	non	61	110	0	na
39552	0	non	66	110	0	na
39712	160	non	57	0	0	na
39712	0	non	61	0	0	na
39712	0	non	66	0	0	na
39744	32	non	57	110	0	na
39744	0	non	61	110	0	na
39744	0	non	66	110	0	na
39904	160	non	57	0	0	na
39904	0	non	61	0	0	na
39904	0	non	66	0	0	na
39936	32	non	59	110	0	na
39936	0	non	62	110	0	na
39936	0	non	66	110	0	na
40272	336	non	59	0	0	na
40272	0	non	62	0	0	na
40272	0	non	66	0	0	na
40320	48	non	59	110	0	na
40320	0	non	64	110	0	na
40480	160	non	59	0	0	na
40480	0	non	64	0	0	na
40512	32	non	59	110	0	na
40512	0	non	62	110	0	na
40672	160	non	59	0	0	na
40672	0	non	62	0	0	na
40704	32	non	57	110	0	na
40704	0	non	61	110	0	na
40704	0	non	64	110	0	na
40864	160	non	57	0	0	na
40864	0	non	61	0	0	na
40864	0	non	64	0	0	na
40896	32	non	57	110	0	na
40896	0	non	61	110	0	na
40896	0	non	64	110	0	na
41056	160	non	57	0	0	na
41056	0	non	61	0	0	na
41056	0	non	64	0	0	na
41088	32	non	57	110	0	na
41088	0	non	61	110	0	na
41088	0	non	66	110	0	na
41248	160	non	57	0	0	na
41248	0	non	61	0	0	na
41248	0	non	66	0	0	na
41280	32	non	57	110	0	na
41280	0	non	61	110	0	na
41280	0	non	66	110	0	na
41440	160	non	57	0	0	na
41440	0	non	61	0	0	na
41440	0	non	66	0	0	na
41472	32	non	59	110	0	na
41472	0	non	62	110	0	na
41472	0	non	66	110	0	na
41808	336	non	59	0	0	na
41808	0	non	62	0	0	na
41808	0	non	66	0	0	na
41856	48	non	59	110	0	na
41856	0	non	64	110	0	na
42016	160	non	59	0	0	na
42016	0	non	64	0	0	na
42048	32	non	59	110	0	na
42048	0	non	62	110	0	na
42208	160	non	59	0	0	na
42208	0	non	62	0	0	na
42240	32	non	57	110	0	na
42240	0	non	61	110	0	na
42240	0	non	69	110	0	na
42576	336	non	57	0	0	na
42576	0	non	61	0	0	na
42576	0	non	69	0	0	na
cumTime	delTime	event	pitch	vel	chan	value
0	0	non	45	110	2	na
160	160	non	45	0	2	na
192	32	non	45	110	2	na
352	160	non	45	0	2	na
384	32	non	45	110	2	na
478	94	non	45	0	2	na
480	2	non	51	110	2	na
574	94	non	51	0	2	na
768	194	non	45	110	2	na
862	94	non	45	0	2	na
864	2	non	50	110	2	na
958	94	non	50	0	2	na
960	2	non	45	110	2	na
1054	94	non	45	0	2	na
1056	2	non	50	110	2	na
1150	94	non	50	0	2	na
1152	2	non	45	110	2	na
1312	160	non	45	0	2	na
1536	224	non	45	110	2	na
1696	160	non	45	0	2	na
1728	32	non	45	110	2	na
1888	160	non	45	0	2	na
1920	32	non	45	110	2	na
2014	94	non	45	0	2	na
2016	2	non	51	110	2	na
2110	94	non	51	0	2	na
2304	194	non	45	110	2	na
2398	94	non	45	0	2	na
2400	2	non	50	110	2	na
2494	94	non	50	0	2	na
2496	2	non	45	110	2	na
2590	94	non	45	0	2	na
2592	2	non	50	110	2	na
2686	94	non	50	0	2	na
2688	2	non	45	110	2	na
2848	160	non	45	0	2	na
3072	224	non	45	110	2	na
3232	160	non	45	0	2	na
3264	32	non	45	110	2	na
3424	160	non	45	0	2	na
3456	32	non	45	110	2	na
3550	94	non	45	0	2	na
3552	2	non	51	110	2	na
3646	94	non	51	0	2	na
3840	194	non	45	110	2	na
4000	160	non	45	0	2	na
4032	32	non	45	110	2	na
4192	160	non	45	0	2	na
4224	32	non	40	110	2	na
4270	46	non	40	0	2	na
4272	2	non	40	110	2	na
4318	46	non	40	0	2	na
4320	2	non	40	110	2	na
4366	46	non	40	0	2	na
4368	2	non	40	110	2	na
4414	46	non	40	0	2	na
4416	2	non	40	110	2	na
4462	46	non	40	0	2	na
4464	2	non	42	110	2	na
4510	46	non	42	0	2	na
4512	2	non	47	110	2	na
4606	94	non	47	0	2	na
4608	2	non	45	110	2	na
4768	160	non	45	0	2	na
4800	32	non	45	110	2	na
4960	160	non	45	0	2	na
4992	32	non	45	110	2	na
5152	160	non	45	0	2	na
5376	224	non	45	110	2	na
5536	160	non	45	0	2	na
5568	32	non	45	110	2	na
5728	160	non	45	0	2	na
5760	32	non	45	110	2	na
5920	160	non	45	0	2	na
6144	224	non	45	110	2	na
6304	160	non	45	0	2	na
6336	32	non	45	110	2	na
6496	160	non	45	0	2	na
6528	32	non	45	110	2	na
6688	160	non	45	0	2	na
6912	224	non	38	110	2	na
6912	0	non	50	110	2	na
7072	160	non	38	0	2	na
7072	0	non	50	0	2	na
7104	32	non	38	110	2	na
7104	0	non	50	110	2	na
7264	160	non	38	0	2	na
7264	0	non	50	0	2	na
7296	32	non	37	110	2	na
7390	94	non	37	0	2	na
7392	2	non	44	110	2	na
7486	94	non	44	0	2	na
7488	2	non	49	110	2	na
7582	94	non	49	0	2	na
7584	2	non	44	110	2	na
7678	94	non	44	0	2	na
7680	2	non	42	110	2	na
7774	94	non	42	0	2	na
7776	2	non	42	110	2	na
7870	94	non	42	0	2	na
7968	98	non	42	110	2	na
8014	46	non	42	0	2	na
8016	2	non	42	110	2	na
8062	46	non	42	0	2	na
8064	2	non	44	110	2	na
8158	94	non	44	0	2	na
8160	2	non	44	110	2	na
8254	94	non	44	0	2	na
8352	98	non	44	110	2	na
8398	46	non	44	0	2	na
8400	2	non	44	110	2	na
8446	46	non	44	0	2	na
8448	2	non	46	110	2	na
8542	94	non	46	0	2	na
8544	2	non	46	110	2	na
8638	94	non	46	0	2	na
8736	98	non	46	110	2	na
8782	46	non	46	0	2	na
8784	2	non	46	110	2	na
8830	46	non	46	0	2	na
8832	2	non	47	110	2	na
8926	94	non	47	0	2	na
8928	2	non	47	110	2	na
9022	94	non	47	0	2	na
9024	2	non	47	110	2	na
9070	46	non	47	0	2	na
9072	2	non	49	110	2	na
9118	46	non	49	0	2	na
9120	2	non	51	110	2	na
9214	94	non	51	0	2	na
9216	2	non	42	110	2	na
9310	94	non	42	0	2	na
9312	2	non	42	110	2	na
9406	94	non	42	0	2	na
9504	98	non	42	110	2	na
9550	46	non	42	0	2	na
9552	2	non	42	110	2	na
9598	46	non	42	0	2	na
9600	2	non	44	110	2	na
9694	94	non	44	0	2	na
9696	2	non	44	110	2	na
9790	94	non	44	0	2	na
9888	98	non	44	110	2	na
9934	46	non	44	0	2	na
9936	2	non	44	110	2	na
9982	46	non	44	0	2	na
9984	2	non	46	110	2	na
10078	94	non	46	0	2	na
10080	2	non	46	110	2	na
10174	94	non	46	0	2	na
10272	98	non	46	110	2	na
10318	46	non	46	0	2	na
10320	2	non	46	110	2	na
10366	46	non	46	0	2	na
10368	2	non	47	110	2	na
10462	94	non	47	0	2	na
10464	2	non	47	110	2	na
10558	94	non	47	0	2	na
10560	2	non	47	110	2	na
10606	46	non	47	0	2	na
10608	2	non	49	110	2	na
10654	46	non	49	0	2	na
10656	2	non	51	110	2	na
10750	94	non	51	0	2	na
10752	2	non	42	110	2	na
10846	94	non	42	0	2	na
10848	2	non	42	110	2	na
10942	94	non	42	0	2	na
11040	98	non	42	110	2	na
11086	46	non	42	0	2	na
11088	2	non	42	110	2	na
11134	46	non	42	0	2	na
11136	2	non	44	110	2	na
11230	94	non	44	0	2	na
11232	2	non	44	110	2	na
11326	94	non	44	0	2	na
11424	98	non	44	110	2	na
11470	46	non	44	0	2	na
11472	2	non	44	110	2	na
11518	46	non	44	0	2	na
11520	2	non	46	110	2	na
11614	94	non	46	0	2	na
11616	2	non	46	110	2	na
11710	94	non	46	0	2	na
11808	98	non	46	110	2	na
11854	46	non	46	0	2	na
11856	2	non	46	110	2	na
11902	46	non	46	0	2	na
11904	2	non	47	110	2	na
11998	94	non	47	0	2	na
12000	2	non	47	110	2	na
12094	94	non	47	0	2	na
12096	2	non	47	110	2	na
12190	94	non	47	0	2	na
12192	2	non	47	110	2	na
12286	94	non	47	0	2	na
12288	2	non	47	110	2	na
12382	94	non	47	0	2	na
12384	2	non	47	110	2	na
12478	94	non	47	0	2	na
12480	2	non	47	110	2	na
12574	94	non	47	0	2	na
12576	2	non	47	110	2	na
12670	94	non	47	0	2	na
12672	2	non	40	110	2	na
12766	94	non	40	0	2	na
12768	2	non	40	110	2	na
12862	94	non	40	0	2	na
12864	2	non	40	110	2	na
12958	94	non	40	0	2	na
12960	2	non	40	110	2	na
13054	94	non	40	0	2	na
13056	2	non	33	110	2	na
13056	0	non	45	110	2	na
13216	160	non	33	0	2	na
13216	0	non	45	0	2	na
13248	32	non	45	110	2	na
13408	160	non	45	0	2	na
13440	32	non	45	110	2	na
13534	94	non	45	0	2	na
13536	2	non	51	110	2	na
13630	94	non	51	0	2	na
13824	194	non	45	110	2	na
13918	94	non	45	0	2	na
13920	2	non	50	110	2	na
14014	94	non	50	0	2	na
14016	2	non	45	110	2	na
14110	94	non	45	0	2	na
14112	2	non	50	110	2	na
14206	94	non	50	0	2	na
14208	2	non	45	110	2	na
14368	160	non	45	0	2	na
14592	224	non	45	110	2	na
14752	160	non	45	0	2	na
14784	32	non	45	110	2	na
14944	160	non	45	0	2	na
14976	32	non	45	110	2	na
15070	94	non	45	0	2	na
15072	2	non	51	110	2	na
15166	94	non	51	0	2	na
15360	194	non	45	110	2	na
15454	94	non	45	0	2	na
15456	2	non	50	110	2	na
15550	94	non	50	0	2	na
15552	2	non	45	110	2	na
15646	94	non	45	0	2	na
15648	2	non	50	110	2	na
15742	94	non	50	0	2	na
15744	2	non	45	110	2	na
15904	160	non	45	0	2	na
16128	224	non	45	110	2	na
16288	160	non	45	0	2	na
16320	32	non	45	110	2	na
16480	160	non	45	0	2	na
16512	32	non	45	110	2	na
16606	94	non	45	0	2	na
16608	2	non	51	110	2	na
16702	94	non	51	0	2	na
16896	194	non	45	110	2	na
17056	160	non	45	0	2	na
17088	32	non	45	110	2	na
17248	160	non	45	0	2	na
17280	32	non	40	110	2	na
17326	46	non	40	0	2	na
17328	2	non	40	110	2	na
17374	46	non	40	0	2	na
17376	2	non	40	110	2	na
17422	46	non	40	0	2	na
17424	2	non	40	110	2	na
17470	46	non	40	0	2	na
17472	2	non	40	110	2	na
17518	46	non	40	0	2	na
17520	2	non	42	110	2	na
17566	46	non	42	0	2	na
17568	2	non	47	110	2	na
17662	94	non	47	0	2	na
17664	2	non	45	110	2	na
17824	160	non	45	0	2	na
17856	32	non	45	110	2	na
18016	160	non	45	0	2	na
18048	32	non	45	110	2	na
18208	160	non	45	0	2	na
18432	224	non	45	110	2	na
18592	160	non	45	0	2	na
18624	32	non	45	110	2	na
18784	160	non	45	0	2	na
18816	32	non	45	110	2	na
18976	160	non	45	0	2	na
19200	224	non	45	110	2	na
19360	160	non	45	0	2	na
19392	32	non	45	110	2	na
19552	160	non	45	0	2	na
19584	32	non	45	110	2	na
19744	160	non	45	0	2	na
19968	224	non	38	110	2	na
19968	0	non	50	110	2	na
20128	160	non	38	0	2	na
20128	0	non	50	0	2	na
20160	32	non	38	110	2	na
20160	0	non	50	110	2	na
20320	160	non	38	0	2	na
20320	0	non	50	0	2	na
20352	32	non	37	110	2	na
20446	94	non	37	0	2	na
20448	2	non	44	110	2	na
20542	94	non	44	0	2	na
20544	2	non	49	110	2	na
20638	94	non	49	0	2	na
20640	2	non	44	110	2	na
20734	94	non	44	0	2	na
20736	2	non	42	110	2	na
20830	94	non	42	0	2	na
20832	2	non	42	110	2	na
20926	94	non	42	0	2	na
21024	98	non	42	110	2	na
21070	46	non	42	0	2	na
21072	2	non	42	110	2	na
21118	46	non	42	0	2	na
21120	2	non	44	110	2	na
21214	94	non	44	0	2	na
21216	2	non	44	110	2	na
21310	94	non	44	0	2	na
21408	98	non	44	110	2	na
21454	46	non	44	0	2	na
21456	2	non	44	110	2	na
21502	46	non	44	0	2	na
21504	2	non	46	110	2	na
